alg,i,D,A,j,diff,num_iter,elapsed_ticks
sp,100000000,1000000,999918,100008200,1,1,48
ds,100000000,1000000,999982,100001800,0,1,54
sp,100000000,1000000,999982,100001800,0,1,45
ds,100000000,1000000,1000062,99993800,0,1,52
sp,100000000,1000000,1000062,99993800,0,1,45
ds,100000000,1000000,999983,100001700,0,1,53
sp,100000000,1000000,999983,100001704,-4,1,45
ds,100000000,1000000,1000077,99992301,0,1,50
sp,100000000,1000000,1000077,99992304,-3,1,45
ds,100000000,1000000,1000097,99990301,0,1,50
sp,100000000,1000000,1000097,99990304,-3,1,46
ds,100000000,1000000,1000015,99998500,0,1,50
sp,100000000,1000000,1000015,99998504,-4,1,45
ds,100000000,1000000,999995,100000500,0,1,53
sp,100000000,1000000,999995,100000504,-4,1,45
ds,100000000,1000000,999917,100008301,0,1,52
sp,100000000,1000000,999917,100008304,-3,1,45
ds,100000000,1000000,1000075,99992501,0,1,50
sp,100000000,1000000,1000075,99992504,-3,1,45
ds,100000000,1000000,1000067,99993300,0,1,50
sp,100000000,1000000,1000067,99993304,-4,1,45
ds,100000000,1000000,1000013,99998700,0,1,50
sp,100000000,1000000,1000013,99998704,-4,1,45
ds,100000000,1000000,1000036,99996400,0,1,49
sp,100000000,1000000,1000036,99996400,0,1,45
ds,100000000,1000000,999972,100002800,0,1,52
sp,100000000,1000000,999972,100002800,0,1,45
ds,100000000,1000000,999942,100005800,0,1,51
sp,100000000,1000000,999942,100005800,0,1,48
ds,100000000,1000000,999995,100000500,0,1,55
sp,100000000,1000000,999995,100000504,-4,1,48
ds,100000000,1000000,999971,100002900,0,1,55
sp,100000000,1000000,999971,100002904,-4,1,47
ds,100000000,1000000,999994,100000600,0,1,54
sp,100000000,1000000,999994,100000600,0,1,46
ds,100000000,1000000,999963,100003700,0,1,54
sp,100000000,1000000,999963,100003704,-4,1,46
ds,100000000,1000000,999973,100002700,0,1,53
sp,100000000,1000000,999973,100002704,-4,1,46
ds,100000000,1000000,1000072,99992801,0,1,49
sp,100000000,1000000,1000072,99992800,1,1,45
ds,100000000,1000000,1000015,99998500,0,1,50
sp,100000000,1000000,1000015,99998504,-4,1,46
ds,100000000,1000000,1000067,99993300,0,1,50
sp,100000000,1000000,1000067,99993304,-4,1,46
ds,100000000,1000000,1000085,99991501,0,1,50
sp,100000000,1000000,1000085,99991504,-3,1,46
ds,100000000,1000000,999962,100003800,0,1,52
sp,100000000,1000000,999962,100003800,0,1,45
ds,100000000,1000000,1000092,99990801,0,1,49
sp,100000000,1000000,1000092,99990800,1,1,45
ds,100000000,1000000,1000005,99999500,0,1,49
sp,100000000,1000000,1000005,99999504,-4,1,45
ds,100000000,1000000,999978,100002200,0,1,52
sp,100000000,1000000,999978,100002200,0,1,46
ds,100000000,1000000,999953,100004700,0,1,53
sp,100000000,1000000,999953,100004704,-4,1,45
ds,100000000,1000000,999929,100007101,0,1,52
sp,100000000,1000000,999929,100007104,-3,1,46
ds,100000000,1000000,999985,100001500,0,1,53
sp,100000000,1000000,999985,100001504,-4,1,47
ds,100000000,1000000,999971,100002900,0,1,53
sp,100000000,1000000,999971,100002904,-4,1,48
ds,100000000,1000000,999992,100000800,0,1,54
sp,100000000,1000000,999992,100000800,0,1,48
ds,100000000,1000000,1000100,99990001,0,1,52
sp,100000000,1000000,1000100,99990000,1,1,45
ds,100000000,1000000,1000052,99994800,0,1,51
sp,100000000,1000000,1000052,99994800,0,1,46
ds,100000000,1000000,1000062,99993800,0,1,49
sp,100000000,1000000,1000062,99993800,0,1,46
ds,100000000,1000000,999947,100005300,0,1,53
sp,100000000,1000000,999947,100005304,-4,1,45
ds,100000000,1000000,999985,100001500,0,1,52
sp,100000000,1000000,999985,100001504,-4,1,45
ds,100000000,1000000,999995,100000500,0,1,52
sp,100000000,1000000,999995,100000504,-4,1,45
ds,100000000,1000000,1000023,99997700,0,1,49
sp,100000000,1000000,1000023,99997704,-4,1,46
ds,100000000,1000000,1000022,99997800,0,1,49
sp,100000000,1000000,1000022,99997800,0,1,45
ds,100000000,1000000,999999,100000100,0,1,52
sp,100000000,1000000,999999,100000104,-4,1,45
ds,100000000,1000000,999904,100009601,0,1,51
sp,100000000,1000000,999904,100009600,1,1,45
ds,100000000,1000000,999951,100004900,0,1,52
sp,100000000,1000000,999951,100004904,-4,1,45
ds,100000000,1000000,999988,100001200,0,1,52
sp,100000000,1000000,999988,100001200,0,1,45
ds,100000000,1000000,1000071,99992901,0,1,50
sp,100000000,1000000,1000071,99992904,-3,1,45
ds,100000000,1000000,1000038,99996200,0,1,49
sp,100000000,1000000,1000038,99996200,0,1,48
ds,100000000,1000000,1000031,99996900,0,1,52
sp,100000000,1000000,1000031,99996904,-4,1,48
ds,100000000,1000000,1000065,99993500,0,1,52
sp,100000000,1000000,1000065,99993504,-4,1,45
ds,100000000,1000000,1000085,99991501,0,1,52
sp,100000000,1000000,1000085,99991504,-3,1,46
ds,100000000,1000000,999955,100004500,0,1,55
sp,100000000,1000000,999955,100004504,-4,1,45
ds,100000000,1000000,1000077,99992301,0,1,50
sp,100000000,1000000,1000077,99992304,-3,1,45
ds,100000000,1000000,999901,100009901,0,1,53
sp,100000000,1000000,999901,100009904,-3,1,45
ds,100000000,1000000,1000022,99997800,0,1,49
sp,100000000,1000000,1000022,99997800,0,1,45
ds,100000000,1000000,1000026,99997400,0,1,50
sp,100000000,1000000,1000026,99997400,0,1,45
ds,100000000,1000000,1000018,99998200,0,1,49
sp,100000000,1000000,1000018,99998200,0,1,45
ds,100000000,1000000,1000023,99997700,0,1,50
sp,100000000,1000000,1000023,99997704,-4,1,45
ds,100000000,1000000,1000031,99996900,0,1,50
sp,100000000,1000000,1000031,99996904,-4,1,46
ds,100000000,1000000,999977,100002300,0,1,52
sp,100000000,1000000,999977,100002304,-4,1,46
ds,100000000,1000000,999958,100004200,0,1,52
sp,100000000,1000000,999958,100004200,0,1,46
ds,100000000,1000000,1000041,99995900,0,1,50
sp,100000000,1000000,1000041,99995904,-4,1,46
ds,100000000,1000000,999946,100005400,0,1,52
sp,100000000,1000000,999946,100005400,0,1,47
ds,100000000,1000000,1000018,99998200,0,1,50
sp,100000000,1000000,1000018,99998200,0,1,48
ds,100000000,1000000,1000048,99995200,0,1,52
sp,100000000,1000000,1000048,99995200,0,1,45
ds,100000000,1000000,999941,100005900,0,1,54
sp,100000000,1000000,999941,100005904,-4,1,46
ds,100000000,1000000,1000023,99997700,0,1,49
sp,100000000,1000000,1000023,99997704,-4,1,45
ds,100000000,1000000,999984,100001600,0,1,52
sp,100000000,1000000,999984,100001600,0,1,46
ds,100000000,1000000,1000067,99993300,0,1,50
sp,100000000,1000000,1000067,99993304,-4,1,45
ds,100000000,1000000,1000023,99997700,0,1,50
sp,100000000,1000000,1000023,99997704,-4,1,45
ds,100000000,1000000,1000090,99991001,0,1,49
sp,100000000,1000000,1000090,99991000,1,1,46
ds,100000000,1000000,1000097,99990301,0,1,50
sp,100000000,1000000,1000097,99990304,-3,1,46
ds,100000000,1000000,999958,100004200,0,1,52
sp,100000000,1000000,999958,100004200,0,1,46
ds,100000000,1000000,999984,100001600,0,1,51
sp,100000000,1000000,999984,100001600,0,1,45
ds,100000000,1000000,999942,100005800,0,1,52
sp,100000000,1000000,999942,100005800,0,1,46
ds,100000000,1000000,1000016,99998400,0,1,49
sp,100000000,1000000,1000016,99998400,0,1,45
ds,100000000,1000000,1000066,99993400,0,1,49
sp,100000000,1000000,1000066,99993400,0,1,48
ds,100000000,1000000,1000066,99993400,0,1,49
sp,100000000,1000000,1000066,99993400,0,1,48
ds,100000000,1000000,1000066,99993400,0,1,52
sp,100000000,1000000,1000066,99993400,0,1,45
ds,100000000,1000000,999917,100008301,0,1,55
sp,100000000,1000000,999917,100008304,-3,1,45
ds,100000000,1000000,1000017,99998300,0,1,50
sp,100000000,1000000,1000017,99998304,-4,1,46
ds,100000000,1000000,999910,100009001,0,1,52
sp,100000000,1000000,999910,100009000,1,1,45
ds,100000000,1000000,1000023,99997700,0,1,49
sp,100000000,1000000,1000023,99997704,-4,1,45
ds,100000000,1000000,1000067,99993300,0,1,50
sp,100000000,1000000,1000067,99993304,-4,1,46
ds,100000000,1000000,1000046,99995400,0,1,49
sp,100000000,1000000,1000046,99995400,0,1,46
ds,100000000,1000000,999997,100000300,0,1,53
sp,100000000,1000000,999997,100000304,-4,1,45
ds,100000000,1000000,1000087,99991301,0,1,50
sp,100000000,1000000,1000087,99991304,-3,1,45
ds,100000000,1000000,1000084,99991601,0,1,49
sp,100000000,1000000,1000084,99991600,1,1,45
ds,100000000,1000000,999913,100008701,0,1,53
sp,100000000,1000000,999913,100008704,-3,1,45
ds,100000000,1000000,999956,100004400,0,1,52
sp,100000000,1000000,999956,100004400,0,1,45
ds,100000000,1000000,1000036,99996400,0,1,49
sp,100000000,1000000,1000036,99996400,0,1,48
ds,100000000,1000000,1000018,99998200,0,1,49
sp,100000000,1000000,1000018,99998200,0,1,47
ds,100000000,1000000,999971,100002900,0,1,54
sp,100000000,1000000,999971,100002904,-4,1,48
ds,100000000,1000000,1000038,99996200,0,1,52
sp,100000000,1000000,1000038,99996200,0,1,45
ds,100000000,1000000,999926,100007401,0,1,54
sp,100000000,1000000,999926,100007400,1,1,46
ds,100000000,1000000,1000059,99994100,0,1,50
sp,100000000,1000000,1000059,99994104,-4,1,45
ds,100000000,1000000,1000094,99990601,0,1,49
sp,100000000,1000000,1000094,99990600,1,1,45
ds,100000000,1000000,999945,100005500,0,1,53
sp,100000000,1000000,999945,100005504,-4,1,46
ds,100000000,1000000,1000095,99990501,0,1,50
sp,100000000,1000000,1000095,99990504,-3,1,46
ds,100000000,1000000,1000089,99991101,0,1,50
sp,100000000,1000000,1000089,99991104,-3,1,46
ds,100000000,1000000,999988,100001200,0,1,51
sp,100000000,1000000,999988,100001200,0,1,45
ds,100000000,1000000,999974,100002600,0,1,52
sp,100000000,1000000,999974,100002600,0,1,46
ds,100000000,1000000,1000015,99998500,0,1,49
sp,100000000,1000000,1000015,99998504,-4,1,45
ds,100000000,1000000,1000085,99991501,0,1,50
sp,100000000,1000000,1000085,99991504,-3,1,46
ds,100000000,1000000,1000074,99992601,0,1,49
sp,100000000,1000000,1000074,99992600,1,1,45
ds,100000000,1000000,1000095,99990501,0,1,50
sp,100000000,1000000,1000095,99990504,-3,1,48
ds,100000000,1000000,999940,100006000,0,1,52
sp,100000000,1000000,999940,100006000,0,1,48
ds,100000000,1000000,999978,100002200,0,1,54
sp,100000000,1000000,999978,100002200,0,1,48
ds,100000000,1000000,999905,100009501,0,1,55
sp,100000000,1000000,999905,100009504,-3,1,45
ds,100000000,1000000,1000034,99996600,0,1,51
sp,100000000,1000000,1000034,99996600,0,1,46
ds,100000000,1000000,1000080,99992001,0,1,48
sp,100000000,1000000,1000080,99992000,1,1,45
ds,100000000,1000000,1000074,99992601,0,1,49
sp,100000000,1000000,1000074,99992600,1,1,45
ds,100000000,1000000,999912,100008801,0,1,51
sp,100000000,1000000,999912,100008800,1,1,45
ds,100000000,1000000,1000072,99992801,0,1,50
sp,100000000,1000000,1000072,99992800,1,1,45
ds,100000000,1000000,1000025,99997500,0,1,50
sp,100000000,1000000,1000025,99997504,-4,1,46
ds,100000000,1000000,999907,100009301,0,1,53
sp,100000000,1000000,999907,100009304,-3,1,45
ds,100000000,1000000,999933,100006700,0,1,52
sp,100000000,1000000,999933,100006704,-4,1,46
ds,100000000,1000000,1000008,99999200,0,1,49
sp,100000000,1000000,1000008,99999200,0,1,45
ds,100000000,1000000,999961,100003900,0,1,52
sp,100000000,1000000,999961,100003904,-4,1,45
ds,100000000,1000000,999921,100007901,0,1,52
sp,100000000,1000000,999921,100007904,-3,1,46
ds,100000000,1000000,999945,100005500,0,1,53
sp,100000000,1000000,999945,100005504,-4,1,47
ds,100000000,1000000,999989,100001100,0,1,53
sp,100000000,1000000,999989,100001104,-4,1,48
ds,100000000,1000000,1000069,99993100,0,1,52
sp,100000000,1000000,1000069,99993104,-4,1,48
ds,100000000,1000000,1000020,99998000,0,1,51
sp,100000000,1000000,1000020,99998000,0,1,45
ds,100000000,1000000,1000002,99999800,0,1,51
sp,100000000,1000000,1000002,99999800,0,1,45
ds,100000000,1000000,1000095,99990501,0,1,50
sp,100000000,1000000,1000095,99990504,-3,1,46
ds,100000000,1000000,999962,100003800,0,1,52
sp,100000000,1000000,999962,100003800,0,1,45
ds,100000000,1000000,1000000,100000000,0,1,48
sp,100000000,1000000,1000000,100000000,0,1,45
ds,100000000,1000000,999920,100008001,0,1,51
sp,100000000,1000000,999920,100008000,1,1,45
ds,100000000,1000000,1000020,99998000,0,1,49
sp,100000000,1000000,1000020,99998000,0,1,45
ds,100000000,1000000,1000030,99997000,0,1,49
sp,100000000,1000000,1000030,99997000,0,1,45
ds,100000000,1000000,999946,100005400,0,1,52
sp,100000000,1000000,999946,100005400,0,1,45
ds,100000000,1000000,1000092,99990801,0,1,49
sp,100000000,1000000,1000092,99990800,1,1,46
ds,100000000,1000000,1000005,99999500,0,1,49
sp,100000000,1000000,1000005,99999504,-4,1,45
ds,100000000,1000000,1000041,99995900,0,1,50
sp,100000000,1000000,1000041,99995904,-4,1,47
ds,100000000,1000000,1000018,99998200,0,1,49
sp,100000000,1000000,1000018,99998200,0,1,48
ds,100000000,1000000,999966,100003400,0,1,54
sp,100000000,1000000,999966,100003400,0,1,48
ds,100000000,1000000,1000016,99998400,0,1,51
sp,100000000,1000000,1000016,99998400,0,1,45
ds,100000000,1000000,1000031,99996900,0,1,52
sp,100000000,1000000,1000031,99996904,-4,1,45
ds,100000000,1000000,999913,100008701,0,1,52
sp,100000000,1000000,999913,100008704,-3,1,46
ds,100000000,1000000,999966,100003400,0,1,52
sp,100000000,1000000,999966,100003400,0,1,45
ds,100000000,1000000,999989,100001100,0,1,52
sp,100000000,1000000,999989,100001104,-4,1,45
ds,100000000,1000000,999974,100002600,0,1,51
sp,100000000,1000000,999974,100002600,0,1,45
ds,100000000,1000000,999929,100007101,0,1,52
sp,100000000,1000000,999929,100007104,-3,1,46
ds,100000000,1000000,1000023,99997700,0,1,50
sp,100000000,1000000,1000023,99997704,-4,1,45
ds,100000000,1000000,999957,100004300,0,1,52
sp,100000000,1000000,999957,100004304,-4,1,45
ds,100000000,1000000,1000031,99996900,0,1,49
sp,100000000,1000000,1000031,99996904,-4,1,45
ds,100000000,1000000,1000007,99999300,0,1,49
sp,100000000,1000000,1000007,99999304,-4,1,46
ds,100000000,1000000,999995,100000500,0,1,53
sp,100000000,1000000,999995,100000504,-4,1,45
ds,100000000,1000000,1000030,99997000,0,1,49
sp,100000000,1000000,1000030,99997000,0,1,46
ds,100000000,1000000,1000018,99998200,0,1,49
sp,100000000,1000000,1000018,99998200,0,1,48
ds,100000000,1000000,999956,100004400,0,1,54
sp,100000000,1000000,999956,100004400,0,1,48
ds,100000000,1000000,999943,100005700,0,1,55
sp,100000000,1000000,999943,100005704,-4,1,48
ds,100000000,1000000,1000054,99994600,0,1,52
sp,100000000,1000000,1000054,99994600,0,1,45
ds,100000000,1000000,999921,100007901,0,1,55
sp,100000000,1000000,999921,100007904,-3,1,45
ds,100000000,1000000,1000095,99990501,0,1,50
sp,100000000,1000000,1000095,99990504,-3,1,45
ds,100000000,1000000,1000064,99993600,0,1,49
sp,100000000,1000000,1000064,99993600,0,1,45
ds,100000000,1000000,999985,100001500,0,1,52
sp,100000000,1000000,999985,100001504,-4,1,46
ds,100000000,1000000,1000062,99993800,0,1,49
sp,100000000,1000000,1000062,99993800,0,1,45
ds,100000000,1000000,999990,100001000,0,1,52
sp,100000000,1000000,999990,100001000,0,1,45
ds,100000000,1000000,999953,100004700,0,1,52
sp,100000000,1000000,999953,100004704,-4,1,46
ds,100000000,1000000,1000016,99998400,0,1,48
sp,100000000,1000000,1000016,99998400,0,1,46
ds,100000000,1000000,999960,100004000,0,1,52
sp,100000000,1000000,999960,100004000,0,1,45
ds,100000000,1000000,1000049,99995100,0,1,49
sp,100000000,1000000,1000049,99995104,-4,1,45
ds,100000000,1000000,999919,100008101,0,1,52
sp,100000000,1000000,999919,100008104,-3,1,48
ds,100000000,1000000,999950,100005000,0,1,52
sp,100000000,1000000,999950,100005000,0,1,47
ds,100000000,1000000,1000005,99999500,0,1,52
sp,100000000,1000000,1000005,99999504,-4,1,48
ds,100000000,1000000,1000043,99995700,0,1,52
sp,100000000,1000000,1000043,99995704,-4,1,45
ds,100000000,1000000,999919,100008101,0,1,54
sp,100000000,1000000,999919,100008104,-3,1,45
ds,100000000,1000000,1000017,99998300,0,1,50
sp,100000000,1000000,1000017,99998304,-4,1,45
ds,100000000,1000000,1000066,99993400,0,1,49
sp,100000000,1000000,1000066,99993400,0,1,45
ds,100000000,1000000,999940,100006000,0,1,52
sp,100000000,1000000,999940,100006000,0,1,45
ds,100000000,1000000,1000054,99994600,0,1,49
sp,100000000,1000000,1000054,99994600,0,1,45
ds,100000000,1000000,1000049,99995100,0,1,49
sp,100000000,1000000,1000049,99995104,-4,1,45
ds,100000000,1000000,999903,100009701,0,1,53
sp,100000000,1000000,999903,100009704,-3,1,45
ds,100000000,1000000,1000013,99998700,0,1,49
sp,100000000,1000000,1000013,99998704,-4,1,46
ds,100000000,1000000,1000044,99995600,0,1,49
sp,100000000,1000000,1000044,99995600,0,1,45
ds,100000000,1000000,1000053,99994700,0,1,50
sp,100000000,1000000,1000053,99994704,-4,1,45
ds,100000000,1000000,999968,100003200,0,1,51
sp,100000000,1000000,999968,100003200,0,1,46
ds,100000000,1000000,999987,100001300,0,1,52
sp,100000000,1000000,999987,100001304,-4,1,45
ds,100000000,1000000,999925,100007501,0,1,52
sp,100000000,1000000,999925,100007504,-3,1,48
ds,100000000,1000000,999901,100009901,0,1,53
sp,100000000,1000000,999901,100009904,-3,1,48
ds,100000000,1000000,1000041,99995900,0,1,52
sp,100000000,1000000,1000041,99995904,-4,1,47
ds,100000000,1000000,999998,100000200,0,1,54
sp,100000000,1000000,999998,100000200,0,1,45
ds,100000000,1000000,1000098,99990201,0,1,52
sp,100000000,1000000,1000098,99990200,1,1,45
ds,100000000,1000000,999935,100006500,0,1,53
sp,100000000,1000000,999935,100006504,-4,1,45
ds,100000000,1000000,999991,100000900,0,1,52
sp,100000000,1000000,999991,100000904,-4,1,45
ds,100000000,1000000,1000083,99991701,0,1,50
sp,100000000,1000000,1000083,99991704,-3,1,45
ds,100000000,1000000,999987,100001300,0,1,52
sp,100000000,1000000,999987,100001304,-4,1,45
ds,100000000,1000000,1000061,99993900,0,1,50
sp,100000000,1000000,1000061,99993904,-4,1,45
ds,100000000,1000000,999922,100007801,0,1,52
sp,100000000,1000000,999922,100007800,1,1,46
ds,100000000,1000000,1000074,99992601,0,1,49
sp,100000000,1000000,1000074,99992600,1,1,45
ds,100000000,1000000,999915,100008501,0,1,52
sp,100000000,1000000,999915,100008504,-3,1,45
ds,100000000,1000000,1000049,99995100,0,1,49
sp,100000000,1000000,1000049,99995104,-4,1,45
ds,100000000,1000000,1000044,99995600,0,1,49
sp,100000000,1000000,1000044,99995600,0,1,45
ds,100000000,1000000,999977,100002300,0,1,52
sp,100000000,1000000,999977,100002304,-4,1,48
ds,100000000,1000000,1000023,99997700,0,1,49
sp,100000000,1000000,1000023,99997704,-4,1,47
ds,100000000,1000000,1000094,99990601,0,1,52
sp,100000000,1000000,1000094,99990600,1,1,47
ds,100000000,1000000,1000077,99992301,0,1,52
sp,100000000,1000000,1000077,99992304,-3,1,46
ds,100000000,1000000,1000072,99992801,0,1,52
sp,100000000,1000000,1000072,99992800,1,1,45
ds,100000000,1000000,999997,100000300,0,1,52
sp,100000000,1000000,999997,100000304,-4,1,46
ds,100000000,1000000,999997,100000300,0,1,52
sp,100000000,1000000,999997,100000304,-4,1,46
ds,100000000,1000000,1000064,99993600,0,1,49
sp,100000000,1000000,1000064,99993600,0,1,45
ds,100000000,1000000,999923,100007701,0,1,52
sp,100000000,1000000,999923,100007704,-3,1,46
ds,100000000,1000000,1000053,99994700,0,1,50
sp,100000000,1000000,1000053,99994704,-4,1,46
ds,100000000,1000000,1000031,99996900,0,1,49
sp,100000000,1000000,1000031,99996904,-4,1,45
ds,100000000,1000000,1000041,99995900,0,1,49
sp,100000000,1000000,1000041,99995904,-4,1,46
ds,100000000,1000000,1000079,99992101,0,1,50
sp,100000000,1000000,1000079,99992104,-3,1,45
ds,100000000,1000000,1000018,99998200,0,1,49
sp,100000000,1000000,1000018,99998200,0,1,45
ds,100000000,1000000,1000007,99999300,0,1,50
sp,100000000,1000000,1000007,99999304,-4,1,45
ds,100000000,1000000,1000044,99995600,0,1,50
sp,100000000,1000000,1000044,99995600,0,1,48
ds,100000000,1000000,999949,100005100,0,1,52
sp,100000000,1000000,999949,100005104,-4,1,48
ds,100000000,1000000,1000031,99996900,0,1,52
sp,100000000,1000000,1000031,99996904,-4,1,47
ds,100000000,1000000,999912,100008801,0,1,54
sp,100000000,1000000,999912,100008800,1,1,45
ds,100000000,1000000,999985,100001500,0,1,55
sp,100000000,1000000,999985,100001504,-4,1,45
ds,100000000,1000000,1000023,99997700,0,1,49
sp,100000000,1000000,1000023,99997704,-4,1,45
ds,100000000,1000000,999965,100003500,0,1,52
sp,100000000,1000000,999965,100003504,-4,1,46
ds,100000000,1000000,999903,100009701,0,1,52
sp,100000000,1000000,999903,100009704,-3,1,46
ds,100000000,1000000,999952,100004800,0,1,52
sp,100000000,1000000,999952,100004800,0,1,45
ds,100000000,1000000,999983,100001700,0,1,52
sp,100000000,1000000,999983,100001704,-4,1,45
ds,100000000,1000000,1000064,99993600,0,1,49
sp,100000000,1000000,1000064,99993600,0,1,45
ds,100000000,1000000,1000084,99991601,0,1,49
sp,100000000,1000000,1000084,99991600,1,1,45
ds,100000000,1000000,999922,100007801,0,1,52
sp,100000000,1000000,999922,100007800,1,1,46
ds,100000000,1000000,999918,100008201,0,1,52
sp,100000000,1000000,999918,100008200,1,1,45
ds,100000000,1000000,999925,100007501,0,1,52
sp,100000000,1000000,999925,100007504,-3,1,46
ds,100000000,1000000,999973,100002700,0,1,52
sp,100000000,1000000,999973,100002704,-4,1,46
ds,100000000,1000000,1000088,99991201,0,1,49
sp,100000000,1000000,1000088,99991200,1,1,47
ds,100000000,1000000,1000026,99997400,0,1,52
sp,100000000,1000000,1000026,99997400,0,1,48
ds,100000000,1000000,999969,100003100,0,1,55
sp,100000000,1000000,999969,100003104,-4,1,48
ds,100000000,1000000,999932,100006800,0,1,55
sp,100000000,1000000,999932,100006800,0,1,46
ds,100000000,1000000,999939,100006100,0,1,55
sp,100000000,1000000,999939,100006104,-4,1,45
ds,100000000,1000000,999938,100006200,0,1,51
sp,100000000,1000000,999938,100006200,0,1,46
ds,100000000,1000000,1000049,99995100,0,1,50
sp,100000000,1000000,1000049,99995104,-4,1,45
ds,100000000,1000000,1000041,99995900,0,1,50
sp,100000000,1000000,1000041,99995904,-4,1,46
ds,100000000,1000000,999937,100006300,0,1,53
sp,100000000,1000000,999937,100006304,-4,1,46
ds,100000000,1000000,999969,100003100,0,1,53
sp,100000000,1000000,999969,100003104,-4,1,46
ds,100000000,1000000,1000036,99996400,0,1,49
sp,100000000,1000000,1000036,99996400,0,1,45
ds,100000000,1000000,1000074,99992601,0,1,49
sp,100000000,1000000,1000074,99992600,1,1,45
ds,100000000,1000000,999975,100002500,0,1,52
sp,100000000,1000000,999975,100002504,-4,1,46
ds,100000000,1000000,999994,100000600,0,1,52
sp,100000000,1000000,999994,100000600,0,1,45
ds,100000000,1000000,1000031,99996900,0,1,50
sp,100000000,1000000,1000031,99996904,-4,1,46
ds,100000000,1000000,1000083,99991701,0,1,50
sp,100000000,1000000,1000083,99991704,-3,1,47
ds,100000000,1000000,999953,100004700,0,1,52
sp,100000000,1000000,999953,100004704,-4,1,48
ds,100000000,1000000,999978,100002200,0,1,52
sp,100000000,1000000,999978,100002200,0,1,48
ds,100000000,1000000,1000083,99991701,0,1,52
sp,100000000,1000000,1000083,99991704,-3,1,47
ds,100000000,1000000,1000023,99997700,0,1,52
sp,100000000,1000000,1000023,99997704,-4,1,45
ds,100000000,1000000,999952,100004800,0,1,54
sp,100000000,1000000,999952,100004800,0,1,46
ds,100000000,1000000,999914,100008601,0,1,52
sp,100000000,1000000,999914,100008600,1,1,45
ds,100000000,1000000,999921,100007901,0,1,53
sp,100000000,1000000,999921,100007904,-3,1,46
ds,100000000,1000000,999983,100001700,0,1,53
sp,100000000,1000000,999983,100001704,-4,1,45
ds,100000000,1000000,999975,100002500,0,1,52
sp,100000000,1000000,999975,100002504,-4,1,45
ds,100000000,1000000,999966,100003400,0,1,52
sp,100000000,1000000,999966,100003400,0,1,46
ds,100000000,1000000,1000025,99997500,0,1,50
sp,100000000,1000000,1000025,99997504,-4,1,46
ds,100000000,1000000,1000035,99996500,0,1,49
sp,100000000,1000000,1000035,99996504,-4,1,45
ds,100000000,1000000,1000070,99993000,0,1,49
sp,100000000,1000000,1000070,99993000,0,1,46
ds,100000000,1000000,999909,100009101,0,1,52
sp,100000000,1000000,999909,100009104,-3,1,45
ds,100000000,1000000,1000095,99990501,0,1,50
sp,100000000,1000000,1000095,99990504,-3,1,45
ds,100000000,1000000,999985,100001500,0,1,52
sp,100000000,1000000,999985,100001504,-4,1,45
ds,100000000,1000000,1000052,99994800,0,1,49
sp,100000000,1000000,1000052,99994800,0,1,47
ds,100000000,1000000,999906,100009401,0,1,51
sp,100000000,1000000,999906,100009400,1,1,47
ds,100000000,1000000,1000036,99996400,0,1,52
sp,100000000,1000000,1000036,99996400,0,1,45
ds,100000000,1000000,1000046,99995400,0,1,51
sp,100000000,1000000,1000046,99995400,0,1,45
ds,100000000,1000000,1000085,99991501,0,1,50
sp,100000000,1000000,1000085,99991504,-3,1,46
ds,100000000,1000000,1000010,99999000,0,1,49
sp,100000000,1000000,1000010,99999000,0,1,45
ds,100000000,1000000,1000079,99992101,0,1,49
sp,100000000,1000000,1000079,99992104,-3,1,45
ds,100000000,1000000,999960,100004000,0,1,51
sp,100000000,1000000,999960,100004000,0,1,46
ds,100000000,1000000,1000025,99997500,0,1,50
sp,100000000,1000000,1000025,99997504,-4,1,45
ds,100000000,1000000,999983,100001700,0,1,53
sp,100000000,1000000,999983,100001704,-4,1,45
ds,100000000,1000000,999965,100003500,0,1,53
sp,100000000,1000000,999965,100003504,-4,1,45
ds,100000000,1000000,999965,100003500,0,1,53
sp,100000000,1000000,999965,100003504,-4,1,45
ds,100000000,1000000,999943,100005700,0,1,52
sp,100000000,1000000,999943,100005704,-4,1,45
ds,100000000,1000000,1000065,99993500,0,1,50
sp,100000000,1000000,1000065,99993504,-4,1,45
ds,100000000,1000000,999909,100009101,0,1,52
sp,100000000,1000000,999909,100009104,-3,1,45
ds,100000000,1000000,1000028,99997200,0,1,49
sp,100000000,1000000,1000028,99997200,0,1,48
ds,100000000,1000000,1000041,99995900,0,1,50
sp,100000000,1000000,1000041,99995904,-4,1,47
ds,100000000,1000000,1000090,99991001,0,1,51
sp,100000000,1000000,1000090,99991000,1,1,47
ds,100000000,1000000,999990,100001000,0,1,54
sp,100000000,1000000,999990,100001000,0,1,45
ds,100000000,1000000,1000033,99996700,0,1,49
sp,100000000,1000000,1000033,99996704,-4,1,45
ds,100000000,1000000,999941,100005900,0,1,52
sp,100000000,1000000,999941,100005904,-4,1,46
ds,100000000,1000000,999904,100009601,0,1,51
sp,100000000,1000000,999904,100009600,1,1,45
ds,100000000,1000000,1000008,99999200,0,1,49
sp,100000000,1000000,1000008,99999200,0,1,46
ds,100000000,1000000,999976,100002400,0,1,52
sp,100000000,1000000,999976,100002400,0,1,45
ds,100000000,1000000,1000043,99995700,0,1,50
sp,100000000,1000000,1000043,99995704,-4,1,45
