alg,i,D,A,j,diff,num_iter,elapsed_ticks
sp,1000000000,1000000,1000088,999912000,8,1,45
ds,1000000000,1000000,999918,1000082007,0,1,57
sp,1000000000,1000000,999918,1000081984,23,1,47
ds,1000000000,1000000,1000092,999908008,0,1,54
sp,1000000000,1000000,1000092,999907968,40,1,45
ds,1000000000,1000000,1000067,999933004,0,1,51
sp,1000000000,1000000,1000067,999932992,12,1,45
ds,1000000000,1000000,999946,1000054003,0,1,54
sp,1000000000,1000000,999946,1000054016,-13,1,46
ds,1000000000,1000000,1000062,999938004,0,1,51
sp,1000000000,1000000,1000062,999937984,20,1,45
ds,1000000000,1000000,1000012,999988000,0,1,53
sp,1000000000,1000000,1000012,999987968,32,1,45
ds,1000000000,1000000,1000072,999928005,0,1,52
sp,1000000000,1000000,1000072,999928000,5,1,47
ds,1000000000,1000000,999976,1000024001,0,1,51
sp,1000000000,1000000,999976,1000024000,1,1,45
ds,1000000000,1000000,1000036,999964001,0,1,54
sp,1000000000,1000000,1000036,999963968,33,1,46
ds,1000000000,1000000,999992,1000008000,0,1,51
sp,1000000000,1000000,999992,1000008000,0,1,45
ds,1000000000,1000000,1000023,999977001,0,1,54
sp,1000000000,1000000,1000023,999976960,41,1,45
ds,1000000000,1000000,999900,1000100010,0,1,57
sp,1000000000,1000000,999900,1000099968,42,1,45
ds,1000000000,1000000,1000062,999938004,0,1,54
sp,1000000000,1000000,1000062,999937984,20,1,48
ds,1000000000,1000000,1000022,999978000,0,1,51
sp,1000000000,1000000,1000022,999977984,16,1,45
ds,1000000000,1000000,1000012,999988000,0,1,54
sp,1000000000,1000000,1000012,999987968,32,1,45
ds,1000000000,1000000,999956,1000044002,0,1,56
sp,1000000000,1000000,999956,1000043968,34,1,45
ds,1000000000,1000000,1000089,999911008,0,1,53
sp,1000000000,1000000,1000089,999910976,32,1,45
ds,1000000000,1000000,999936,1000064004,0,1,54
sp,1000000000,1000000,999936,1000064000,4,1,47
ds,1000000000,1000000,999908,1000092008,0,1,60
sp,1000000000,1000000,999908,1000091968,40,1,45
ds,1000000000,1000000,1000010,999990000,0,1,51
sp,1000000000,1000000,1000010,999990016,-16,1,45
ds,1000000000,1000000,1000100,999900010,0,1,55
sp,1000000000,1000000,1000100,999899968,42,1,45
ds,1000000000,1000000,1000076,999924006,0,1,54
sp,1000000000,1000000,1000076,999923968,38,1,45
ds,1000000000,1000000,1000074,999926005,0,1,51
sp,1000000000,1000000,1000074,999926016,-11,1,45
ds,1000000000,1000000,1000035,999965001,0,1,52
sp,1000000000,1000000,1000035,999964992,9,1,47
ds,1000000000,1000000,999911,1000089008,0,1,54
sp,1000000000,1000000,999911,1000089024,-16,1,45
ds,1000000000,1000000,1000085,999915007,0,1,50
sp,1000000000,1000000,1000085,999915008,-1,1,45
ds,1000000000,1000000,999941,1000059003,0,1,53
sp,1000000000,1000000,999941,1000059008,-5,1,45
ds,1000000000,1000000,999962,1000038001,0,1,54
sp,1000000000,1000000,999962,1000038016,-15,1,46
ds,1000000000,1000000,999987,1000013000,0,1,52
sp,1000000000,1000000,999987,1000012992,8,1,46
ds,1000000000,1000000,1000036,999964001,0,1,56
sp,1000000000,1000000,1000036,999963968,33,1,47
ds,1000000000,1000000,1000046,999954002,0,1,51
sp,1000000000,1000000,1000046,999953984,18,1,45
ds,1000000000,1000000,1000074,999926005,0,1,51
sp,1000000000,1000000,1000074,999926016,-11,1,45
ds,1000000000,1000000,999914,1000086007,0,1,53
sp,1000000000,1000000,999914,1000086016,-9,1,46
ds,1000000000,1000000,999968,1000032001,0,1,52
sp,1000000000,1000000,999968,1000032000,1,1,45
ds,1000000000,1000000,1000079,999921006,0,1,52
sp,1000000000,1000000,1000079,999921024,-18,1,45
ds,1000000000,1000000,999973,1000027001,0,1,55
sp,1000000000,1000000,999973,1000027008,-7,1,47
ds,1000000000,1000000,1000053,999947003,0,1,50
sp,1000000000,1000000,1000053,999947008,-5,1,46
ds,1000000000,1000000,1000003,999997000,0,1,50
sp,1000000000,1000000,1000003,999996992,8,1,45
ds,1000000000,1000000,1000013,999987000,0,1,50
sp,1000000000,1000000,1000013,999987008,-8,1,45
ds,1000000000,1000000,1000049,999951002,0,1,53
sp,1000000000,1000000,1000049,999950976,26,1,45
ds,1000000000,1000000,1000088,999912008,0,1,50
sp,1000000000,1000000,1000088,999912000,8,1,45
ds,1000000000,1000000,1000021,999979000,0,1,52
sp,1000000000,1000000,1000021,999979008,-8,1,45
ds,1000000000,1000000,1000085,999915007,0,1,52
sp,1000000000,1000000,1000085,999915008,-1,1,47
ds,1000000000,1000000,1000036,999964001,0,1,53
sp,1000000000,1000000,1000036,999963968,33,1,45
ds,1000000000,1000000,1000038,999962001,0,1,51
sp,1000000000,1000000,1000038,999961984,17,1,45
ds,1000000000,1000000,1000018,999982000,0,1,52
sp,1000000000,1000000,1000018,999982016,-16,1,45
ds,1000000000,1000000,999993,1000007000,0,1,55
sp,1000000000,1000000,999993,1000006976,24,1,45
ds,1000000000,1000000,1000067,999933004,0,1,53
sp,1000000000,1000000,1000067,999932992,12,1,47
ds,1000000000,1000000,999915,1000085007,0,1,53
sp,1000000000,1000000,999915,1000084992,15,1,45
ds,1000000000,1000000,999955,1000045002,0,1,53
sp,1000000000,1000000,999955,1000044992,10,1,45
ds,1000000000,1000000,999940,1000060004,0,1,57
sp,1000000000,1000000,999940,1000059968,36,1,45
ds,1000000000,1000000,1000064,999936004,0,1,50
sp,1000000000,1000000,1000064,999936000,4,1,46
ds,1000000000,1000000,999938,1000062004,0,1,54
sp,1000000000,1000000,999938,1000062016,-12,1,45
ds,1000000000,1000000,1000051,999949003,0,1,52
sp,1000000000,1000000,1000051,999948992,11,1,47
ds,1000000000,1000000,999931,1000069005,0,1,54
sp,1000000000,1000000,999931,1000068992,13,1,45
ds,1000000000,1000000,999960,1000040002,0,1,52
sp,1000000000,1000000,999960,1000040000,2,1,45
ds,1000000000,1000000,999997,1000003000,0,1,53
sp,1000000000,1000000,999997,1000003008,-8,1,45
ds,1000000000,1000000,1000056,999944003,0,1,50
sp,1000000000,1000000,1000056,999944000,3,1,46
ds,1000000000,1000000,1000089,999911008,0,1,54
sp,1000000000,1000000,1000089,999910976,32,1,45
ds,1000000000,1000000,1000008,999992000,0,1,51
sp,1000000000,1000000,1000008,999992000,0,1,48
ds,1000000000,1000000,999951,1000049002,0,1,57
sp,1000000000,1000000,999951,1000048960,42,1,45
ds,1000000000,1000000,999966,1000034001,0,1,54
sp,1000000000,1000000,999966,1000033984,17,1,45
ds,1000000000,1000000,1000049,999951002,0,1,53
sp,1000000000,1000000,1000049,999950976,26,1,45
ds,1000000000,1000000,1000072,999928005,0,1,49
sp,1000000000,1000000,1000072,999928000,5,1,45
ds,1000000000,1000000,1000013,999987000,0,1,51
sp,1000000000,1000000,1000013,999987008,-8,1,45
ds,1000000000,1000000,999913,1000087008,0,1,58
sp,1000000000,1000000,999913,1000086976,32,1,48
ds,1000000000,1000000,999940,1000060004,0,1,56
sp,1000000000,1000000,999940,1000059968,36,1,45
ds,1000000000,1000000,1000077,999923006,0,1,50
sp,1000000000,1000000,1000077,999923008,-2,1,46
ds,1000000000,1000000,999958,1000042002,0,1,54
sp,1000000000,1000000,999958,1000041984,18,1,45
ds,1000000000,1000000,999917,1000083007,0,1,52
sp,1000000000,1000000,999917,1000083008,-1,1,45
ds,1000000000,1000000,999960,1000040002,0,1,51
sp,1000000000,1000000,999960,1000040000,2,1,45
ds,1000000000,1000000,1000069,999931005,0,1,52
sp,1000000000,1000000,1000069,999931008,-3,1,48
ds,1000000000,1000000,999916,1000084007,0,1,57
sp,1000000000,1000000,999916,1000083968,39,1,45
ds,1000000000,1000000,999947,1000053003,0,1,53
sp,1000000000,1000000,999947,1000052992,11,1,45
ds,1000000000,1000000,999975,1000025001,0,1,58
sp,1000000000,1000000,999975,1000024960,41,1,45
ds,1000000000,1000000,1000049,999951002,0,1,53
sp,1000000000,1000000,1000049,999950976,26,1,45
ds,1000000000,1000000,999980,1000020000,0,1,59
sp,1000000000,1000000,999980,1000019968,32,1,48
ds,1000000000,1000000,999985,1000015000,0,1,55
sp,1000000000,1000000,999985,1000014976,24,1,45
ds,1000000000,1000000,999942,1000058003,0,1,54
sp,1000000000,1000000,999942,1000057984,19,1,45
ds,1000000000,1000000,1000008,999992000,0,1,49
sp,1000000000,1000000,1000008,999992000,0,1,45
ds,1000000000,1000000,1000021,999979000,0,1,50
sp,1000000000,1000000,1000021,999979008,-8,1,45
ds,1000000000,1000000,999919,1000081007,0,1,55
sp,1000000000,1000000,999919,1000081024,-17,1,46
ds,1000000000,1000000,999989,1000011000,0,1,55
sp,1000000000,1000000,999989,1000011008,-8,1,48
ds,1000000000,1000000,1000044,999956002,0,1,54
sp,1000000000,1000000,1000044,999955968,34,1,45
ds,1000000000,1000000,999941,1000059003,0,1,52
sp,1000000000,1000000,999941,1000059008,-5,1,45
ds,1000000000,1000000,999987,1000013000,0,1,53
sp,1000000000,1000000,999987,1000012992,8,1,45
ds,1000000000,1000000,999911,1000089008,0,1,54
sp,1000000000,1000000,999911,1000089024,-16,1,45
ds,1000000000,1000000,1000089,999911008,0,1,53
sp,1000000000,1000000,1000089,999910976,32,1,45
ds,1000000000,1000000,999974,1000026001,0,1,56
sp,1000000000,1000000,999974,1000025984,17,1,48
ds,1000000000,1000000,1000075,999925006,0,1,50
sp,1000000000,1000000,1000075,999924992,14,1,45
ds,1000000000,1000000,999991,1000009000,0,1,57
sp,1000000000,1000000,999991,1000008960,40,1,46
ds,1000000000,1000000,1000010,999990000,0,1,52
sp,1000000000,1000000,1000010,999990016,-16,1,45
ds,1000000000,1000000,1000023,999977001,0,1,54
sp,1000000000,1000000,1000023,999976960,41,1,45
ds,1000000000,1000000,1000007,999993000,0,1,56
sp,1000000000,1000000,1000007,999992960,40,1,47
ds,1000000000,1000000,1000095,999905009,0,1,52
sp,1000000000,1000000,1000095,999905024,-15,1,45
ds,1000000000,1000000,1000005,999995000,0,1,50
sp,1000000000,1000000,1000005,999995008,-8,1,45
ds,1000000000,1000000,999926,1000074005,0,1,54
sp,1000000000,1000000,999926,1000073984,21,1,45
ds,1000000000,1000000,1000013,999987000,0,1,50
sp,1000000000,1000000,1000013,999987008,-8,1,46
ds,1000000000,1000000,999983,1000017000,0,1,57
sp,1000000000,1000000,999983,1000016960,40,1,45
ds,1000000000,1000000,1000043,999957002,0,1,52
sp,1000000000,1000000,1000043,999956992,10,1,48
ds,1000000000,1000000,999949,1000051003,0,1,53
sp,1000000000,1000000,999949,1000051008,-5,1,45
ds,1000000000,1000000,999929,1000071005,0,1,56
sp,1000000000,1000000,999929,1000070976,29,1,45
ds,1000000000,1000000,999904,1000096009,0,1,53
sp,1000000000,1000000,999904,1000096000,9,1,45
ds,1000000000,1000000,1000005,999995000,0,1,50
sp,1000000000,1000000,1000005,999995008,-8,1,45
ds,1000000000,1000000,1000054,999946003,0,1,52
sp,1000000000,1000000,1000054,999945984,19,1,45
ds,1000000000,1000000,999979,1000021000,0,1,55
sp,1000000000,1000000,999979,1000020992,8,1,47
ds,1000000000,1000000,1000090,999910008,0,1,51
sp,1000000000,1000000,1000090,999910016,-8,1,45
ds,1000000000,1000000,1000023,999977001,0,1,54
sp,1000000000,1000000,1000023,999976960,41,1,45
ds,1000000000,1000000,1000053,999947003,0,1,50
sp,1000000000,1000000,1000053,999947008,-5,1,46
ds,1000000000,1000000,999923,1000077006,0,1,54
sp,1000000000,1000000,999923,1000076992,14,1,45
ds,1000000000,1000000,1000075,999925006,0,1,51
sp,1000000000,1000000,1000075,999924992,14,1,45
ds,1000000000,1000000,999980,1000020000,0,1,58
sp,1000000000,1000000,999980,1000019968,32,1,47
ds,1000000000,1000000,1000054,999946003,0,1,51
sp,1000000000,1000000,1000054,999945984,19,1,45
ds,1000000000,1000000,999980,1000020000,0,1,56
sp,1000000000,1000000,999980,1000019968,32,1,45
ds,1000000000,1000000,1000026,999974001,0,1,52
sp,1000000000,1000000,1000026,999974016,-15,1,45
ds,1000000000,1000000,999980,1000020000,0,1,56
sp,1000000000,1000000,999980,1000019968,32,1,45
ds,1000000000,1000000,999903,1000097009,0,1,56
sp,1000000000,1000000,999903,1000097024,-15,1,48
ds,1000000000,1000000,1000085,999915007,0,1,49
sp,1000000000,1000000,1000085,999915008,-1,1,46
ds,1000000000,1000000,999946,1000054003,0,1,54
sp,1000000000,1000000,999946,1000054016,-13,1,46
ds,1000000000,1000000,1000071,999929005,0,1,53
sp,1000000000,1000000,1000071,999929024,-19,1,45
ds,1000000000,1000000,999918,1000082007,0,1,54
sp,1000000000,1000000,999918,1000081984,23,1,45
ds,1000000000,1000000,999905,1000095009,0,1,58
sp,1000000000,1000000,999905,1000094976,33,1,47
ds,1000000000,1000000,999948,1000052003,0,1,56
sp,1000000000,1000000,999948,1000051968,35,1,46
ds,1000000000,1000000,1000040,999960002,0,1,49
sp,1000000000,1000000,1000040,999960000,2,1,45
ds,1000000000,1000000,999970,1000030001,0,1,54
sp,1000000000,1000000,999970,1000030016,-15,1,45
ds,1000000000,1000000,999968,1000032001,0,1,52
sp,1000000000,1000000,999968,1000032000,1,1,45
ds,1000000000,1000000,999969,1000031001,0,1,55
sp,1000000000,1000000,999969,1000030976,25,1,45
ds,1000000000,1000000,1000041,999959002,0,1,55
sp,1000000000,1000000,1000041,999958976,26,1,47
ds,1000000000,1000000,999965,1000035001,0,1,52
sp,1000000000,1000000,999965,1000035008,-7,1,45
ds,1000000000,1000000,999914,1000086007,0,1,53
sp,1000000000,1000000,999914,1000086016,-9,1,45
ds,1000000000,1000000,1000093,999907009,0,1,50
sp,1000000000,1000000,1000093,999907008,1,1,45
ds,1000000000,1000000,1000077,999923006,0,1,50
sp,1000000000,1000000,1000077,999923008,-2,1,45
ds,1000000000,1000000,999953,1000047002,0,1,55
sp,1000000000,1000000,999953,1000046976,26,1,45
ds,1000000000,1000000,1000076,999924006,0,1,57
sp,1000000000,1000000,1000076,999923968,38,1,45
ds,1000000000,1000000,1000033,999967001,0,1,54
sp,1000000000,1000000,1000033,999966976,25,1,48
ds,1000000000,1000000,999961,1000039002,0,1,55
sp,1000000000,1000000,999961,1000038976,26,1,45
ds,1000000000,1000000,999981,1000019000,0,1,52
sp,1000000000,1000000,999981,1000019008,-8,1,45
ds,1000000000,1000000,999901,1000099010,0,1,51
sp,1000000000,1000000,999901,1000099008,2,1,46
ds,1000000000,1000000,1000007,999993000,0,1,54
sp,1000000000,1000000,1000007,999992960,40,1,45
ds,1000000000,1000000,999972,1000028001,0,1,58
sp,1000000000,1000000,999972,1000027968,33,1,48
ds,1000000000,1000000,1000089,999911008,0,1,53
sp,1000000000,1000000,1000089,999910976,32,1,45
ds,1000000000,1000000,1000039,999961002,0,1,55
sp,1000000000,1000000,1000039,999960960,42,1,45
ds,1000000000,1000000,1000072,999928005,0,1,50
sp,1000000000,1000000,1000072,999928000,5,1,45
ds,1000000000,1000000,1000008,999992000,0,1,49
sp,1000000000,1000000,1000008,999992000,0,1,45
ds,1000000000,1000000,999962,1000038001,0,1,54
sp,1000000000,1000000,999962,1000038016,-15,1,45
ds,1000000000,1000000,999940,1000060004,0,1,59
sp,1000000000,1000000,999940,1000059968,36,1,47
ds,1000000000,1000000,1000008,999992000,0,1,49
sp,1000000000,1000000,1000008,999992000,0,1,45
ds,1000000000,1000000,1000033,999967001,0,1,52
sp,1000000000,1000000,1000033,999966976,25,1,45
ds,1000000000,1000000,1000083,999917007,0,1,51
sp,1000000000,1000000,1000083,999916992,15,1,46
ds,1000000000,1000000,1000085,999915007,0,1,49
sp,1000000000,1000000,1000085,999915008,-1,1,45
ds,1000000000,1000000,999989,1000011000,0,1,53
sp,1000000000,1000000,999989,1000011008,-8,1,45
ds,1000000000,1000000,999946,1000054003,0,1,57
sp,1000000000,1000000,999946,1000054016,-13,1,46
ds,1000000000,1000000,999984,1000016000,0,1,54
sp,1000000000,1000000,999984,1000016000,0,1,48
ds,1000000000,1000000,999945,1000055003,0,1,55
sp,1000000000,1000000,999945,1000054976,27,1,45
ds,1000000000,1000000,999923,1000077006,0,1,53
sp,1000000000,1000000,999923,1000076992,14,1,45
ds,1000000000,1000000,1000000,1000000000,0,1,48
sp,1000000000,1000000,1000000,1000000000,0,1,46
ds,1000000000,1000000,1000058,999942003,0,1,51
sp,1000000000,1000000,1000058,999942016,-13,1,45
ds,1000000000,1000000,1000002,999998000,0,1,54
sp,1000000000,1000000,1000002,999998016,-16,1,45
ds,1000000000,1000000,999965,1000035001,0,1,53
sp,1000000000,1000000,999965,1000035008,-7,1,45
ds,1000000000,1000000,999975,1000025001,0,1,57
sp,1000000000,1000000,999975,1000024960,41,1,46
ds,1000000000,1000000,1000010,999990000,0,1,52
sp,1000000000,1000000,1000010,999990016,-16,1,45
ds,1000000000,1000000,999976,1000024001,0,1,52
sp,1000000000,1000000,999976,1000024000,1,1,45
ds,1000000000,1000000,1000023,999977001,0,1,54
sp,1000000000,1000000,1000023,999976960,41,1,45
ds,1000000000,1000000,1000010,999990000,0,1,53
sp,1000000000,1000000,1000010,999990016,-16,1,48
ds,1000000000,1000000,999912,1000088008,0,1,53
sp,1000000000,1000000,999912,1000088000,8,1,45
ds,1000000000,1000000,999924,1000076006,0,1,57
sp,1000000000,1000000,999924,1000075968,38,1,45
ds,1000000000,1000000,999901,1000099010,0,1,51
sp,1000000000,1000000,999901,1000099008,2,1,46
ds,1000000000,1000000,1000007,999993000,0,1,54
sp,1000000000,1000000,1000007,999992960,40,1,45
ds,1000000000,1000000,1000034,999966001,0,1,52
sp,1000000000,1000000,1000034,999966016,-15,1,45
ds,1000000000,1000000,1000059,999941003,0,1,53
sp,1000000000,1000000,1000059,999940992,11,1,48
ds,1000000000,1000000,999986,1000014000,0,1,55
sp,1000000000,1000000,999986,1000014016,-16,1,45
ds,1000000000,1000000,1000021,999979000,0,1,50
sp,1000000000,1000000,1000021,999979008,-8,1,45
ds,1000000000,1000000,1000012,999988000,0,1,53
sp,1000000000,1000000,1000012,999987968,32,1,45
ds,1000000000,1000000,1000018,999982000,0,1,52
sp,1000000000,1000000,1000018,999982016,-16,1,45
ds,1000000000,1000000,1000008,999992000,0,1,51
sp,1000000000,1000000,1000008,999992000,0,1,45
ds,1000000000,1000000,1000041,999959002,0,1,54
sp,1000000000,1000000,1000041,999958976,26,1,48
ds,1000000000,1000000,1000079,999921006,0,1,52
sp,1000000000,1000000,1000079,999921024,-18,1,45
ds,1000000000,1000000,999996,1000004000,0,1,56
sp,1000000000,1000000,999996,1000003968,32,1,45
ds,1000000000,1000000,1000095,999905009,0,1,51
sp,1000000000,1000000,1000095,999905024,-15,1,45
ds,1000000000,1000000,1000030,999970001,0,1,51
sp,1000000000,1000000,1000030,999969984,17,1,45
ds,1000000000,1000000,1000072,999928005,0,1,52
sp,1000000000,1000000,1000072,999928000,5,1,47
ds,1000000000,1000000,1000031,999969001,0,1,54
sp,1000000000,1000000,1000031,999968960,41,1,45
ds,1000000000,1000000,1000010,999990000,0,1,51
sp,1000000000,1000000,1000010,999990016,-16,1,45
ds,1000000000,1000000,999945,1000055003,0,1,56
sp,1000000000,1000000,999945,1000054976,27,1,45
ds,1000000000,1000000,1000044,999956002,0,1,54
sp,1000000000,1000000,1000044,999955968,34,1,45
ds,1000000000,1000000,1000095,999905009,0,1,51
sp,1000000000,1000000,1000095,999905024,-15,1,46
ds,1000000000,1000000,999907,1000093009,0,1,56
sp,1000000000,1000000,999907,1000092992,17,1,47
ds,1000000000,1000000,1000046,999954002,0,1,51
sp,1000000000,1000000,1000046,999953984,18,1,45
ds,1000000000,1000000,1000003,999997000,0,1,50
sp,1000000000,1000000,1000003,999996992,8,1,45
ds,1000000000,1000000,999987,1000013000,0,1,53
sp,1000000000,1000000,999987,1000012992,8,1,45
ds,1000000000,1000000,1000015,999985000,0,1,54
sp,1000000000,1000000,1000015,999984960,40,1,45
ds,1000000000,1000000,999945,1000055003,0,1,58
sp,1000000000,1000000,999945,1000054976,27,1,45
ds,1000000000,1000000,1000025,999975001,0,1,54
sp,1000000000,1000000,1000025,999974976,25,1,47
ds,1000000000,1000000,1000066,999934004,0,1,51
sp,1000000000,1000000,1000066,999934016,-12,1,45
ds,1000000000,1000000,999932,1000068005,0,1,57
sp,1000000000,1000000,999932,1000067968,37,1,45
ds,1000000000,1000000,1000080,999920006,0,1,50
sp,1000000000,1000000,1000080,999920000,6,1,45
ds,1000000000,1000000,999926,1000074005,0,1,54
sp,1000000000,1000000,999926,1000073984,21,1,45
ds,1000000000,1000000,999940,1000060004,0,1,59
sp,1000000000,1000000,999940,1000059968,36,1,47
ds,1000000000,1000000,1000041,999959002,0,1,52
sp,1000000000,1000000,1000041,999958976,26,1,45
ds,1000000000,1000000,1000036,999964001,0,1,53
sp,1000000000,1000000,1000036,999963968,33,1,45
ds,1000000000,1000000,999989,1000011000,0,1,53
sp,1000000000,1000000,999989,1000011008,-8,1,45
ds,1000000000,1000000,1000003,999997000,0,1,50
sp,1000000000,1000000,1000003,999996992,8,1,46
ds,1000000000,1000000,1000083,999917007,0,1,51
sp,1000000000,1000000,1000083,999916992,15,1,45
ds,1000000000,1000000,999948,1000052003,0,1,59
sp,1000000000,1000000,999948,1000051968,35,1,47
ds,1000000000,1000000,999978,1000022000,0,1,54
sp,1000000000,1000000,999978,1000022016,-16,1,46
ds,1000000000,1000000,1000076,999924006,0,1,54
sp,1000000000,1000000,1000076,999923968,38,1,45
ds,1000000000,1000000,1000059,999941003,0,1,51
sp,1000000000,1000000,1000059,999940992,11,1,45
ds,1000000000,1000000,999975,1000025001,0,1,57
sp,1000000000,1000000,999975,1000024960,41,1,45
ds,1000000000,1000000,999930,1000070005,0,1,56
sp,1000000000,1000000,999930,1000070016,-11,1,48
ds,1000000000,1000000,999933,1000067004,0,1,52
sp,1000000000,1000000,999933,1000067008,-4,1,46
ds,1000000000,1000000,999979,1000021000,0,1,53
sp,1000000000,1000000,999979,1000020992,8,1,45
ds,1000000000,1000000,1000008,999992000,0,1,49
sp,1000000000,1000000,1000008,999992000,0,1,45
ds,1000000000,1000000,999955,1000045002,0,1,53
sp,1000000000,1000000,999955,1000044992,10,1,46
ds,1000000000,1000000,999969,1000031001,0,1,55
sp,1000000000,1000000,999969,1000030976,25,1,45
ds,1000000000,1000000,1000035,999965001,0,1,52
sp,1000000000,1000000,1000035,999964992,9,1,47
ds,1000000000,1000000,999962,1000038001,0,1,54
sp,1000000000,1000000,999962,1000038016,-15,1,45
ds,1000000000,1000000,1000080,999920006,0,1,50
sp,1000000000,1000000,1000080,999920000,6,1,45
ds,1000000000,1000000,1000062,999938004,0,1,52
sp,1000000000,1000000,1000062,999937984,20,1,46
ds,1000000000,1000000,1000067,999933004,0,1,51
sp,1000000000,1000000,1000067,999932992,12,1,45
ds,1000000000,1000000,999936,1000064004,0,1,52
sp,1000000000,1000000,999936,1000064000,4,1,45
ds,1000000000,1000000,1000005,999995000,0,1,53
sp,1000000000,1000000,1000005,999995008,-8,1,45
ds,1000000000,1000000,1000039,999961002,0,1,57
sp,1000000000,1000000,1000039,999960960,42,1,47
ds,1000000000,1000000,1000028,999972001,0,1,53
sp,1000000000,1000000,1000028,999971968,33,1,45
ds,1000000000,1000000,1000026,999974001,0,1,51
sp,1000000000,1000000,1000026,999974016,-15,1,45
ds,1000000000,1000000,999916,1000084007,0,1,56
sp,1000000000,1000000,999916,1000083968,39,1,45
ds,1000000000,1000000,999966,1000034001,0,1,54
sp,1000000000,1000000,999966,1000033984,17,1,45
ds,1000000000,1000000,999927,1000073005,0,1,57
sp,1000000000,1000000,999927,1000073024,-19,1,48
ds,1000000000,1000000,1000003,999997000,0,1,50
sp,1000000000,1000000,1000003,999996992,8,1,45
ds,1000000000,1000000,1000057,999943003,0,1,53
sp,1000000000,1000000,1000057,999942976,27,1,45
ds,1000000000,1000000,999994,1000006000,0,1,54
sp,1000000000,1000000,999994,1000006016,-16,1,45
ds,1000000000,1000000,1000076,999924006,0,1,54
sp,1000000000,1000000,1000076,999923968,38,1,45
ds,1000000000,1000000,1000026,999974001,0,1,54
sp,1000000000,1000000,1000026,999974016,-15,1,48
ds,1000000000,1000000,1000023,999977001,0,1,55
sp,1000000000,1000000,1000023,999976960,41,1,45
ds,1000000000,1000000,1000075,999925006,0,1,50
sp,1000000000,1000000,1000075,999924992,14,1,45
ds,1000000000,1000000,999915,1000085007,0,1,53
sp,1000000000,1000000,999915,1000084992,15,1,45
ds,1000000000,1000000,1000058,999942003,0,1,52
sp,1000000000,1000000,1000058,999942016,-13,1,46
ds,1000000000,1000000,1000013,999987000,0,1,50
sp,1000000000,1000000,1000013,999987008,-8,1,45
ds,1000000000,1000000,999946,1000054003,0,1,56
sp,1000000000,1000000,999946,1000054016,-13,1,47
ds,1000000000,1000000,999965,1000035001,0,1,52
sp,1000000000,1000000,999965,1000035008,-7,1,45
ds,1000000000,1000000,1000039,999961002,0,1,54
sp,1000000000,1000000,1000039,999960960,42,1,45
ds,1000000000,1000000,999963,1000037001,0,1,53
sp,1000000000,1000000,999963,1000036992,9,1,46
ds,1000000000,1000000,999917,1000083007,0,1,51
sp,1000000000,1000000,999917,1000083008,-1,1,46
ds,1000000000,1000000,999953,1000047002,0,1,57
sp,1000000000,1000000,999953,1000046976,26,1,45
ds,1000000000,1000000,1000000,1000000000,0,1,51
sp,1000000000,1000000,1000000,1000000000,0,1,47
ds,1000000000,1000000,999936,1000064004,0,1,52
sp,1000000000,1000000,999936,1000064000,4,1,46
ds,1000000000,1000000,1000098,999902010,0,1,50
sp,1000000000,1000000,1000098,999902016,-6,1,45
ds,1000000000,1000000,1000018,999982000,0,1,52
sp,1000000000,1000000,1000018,999982016,-16,1,45
ds,1000000000,1000000,999976,1000024001,0,1,52
sp,1000000000,1000000,999976,1000024000,1,1,45
ds,1000000000,1000000,999937,1000063004,0,1,55
sp,1000000000,1000000,999937,1000062976,28,1,45
ds,1000000000,1000000,1000058,999942003,0,1,54
sp,1000000000,1000000,1000058,999942016,-13,1,47
ds,1000000000,1000000,1000013,999987000,0,1,50
sp,1000000000,1000000,1000013,999987008,-8,1,45
ds,1000000000,1000000,1000064,999936004,0,1,50
sp,1000000000,1000000,1000064,999936000,4,1,45
ds,1000000000,1000000,999975,1000025001,0,1,57
sp,1000000000,1000000,999975,1000024960,41,1,45
ds,1000000000,1000000,999912,1000088008,0,1,52
sp,1000000000,1000000,999912,1000088000,8,1,45
ds,1000000000,1000000,999996,1000004000,0,1,56
sp,1000000000,1000000,999996,1000003968,32,1,45
ds,1000000000,1000000,1000087,999913008,0,1,55
sp,1000000000,1000000,1000087,999913024,-16,1,48
ds,1000000000,1000000,999929,1000071005,0,1,55
sp,1000000000,1000000,999929,1000070976,29,1,45
ds,1000000000,1000000,999980,1000020000,0,1,55
sp,1000000000,1000000,999980,1000019968,32,1,45
ds,1000000000,1000000,1000080,999920006,0,1,50
sp,1000000000,1000000,1000080,999920000,6,1,45
ds,1000000000,1000000,1000022,999978000,0,1,51
sp,1000000000,1000000,1000022,999977984,16,1,45
ds,1000000000,1000000,1000069,999931005,0,1,52
sp,1000000000,1000000,1000069,999931008,-3,1,45
ds,1000000000,1000000,1000092,999908008,0,1,57
sp,1000000000,1000000,1000092,999907968,40,1,48
ds,1000000000,1000000,999925,1000075006,0,1,52
sp,1000000000,1000000,999925,1000075008,-2,1,45
ds,1000000000,1000000,1000049,999951002,0,1,52
sp,1000000000,1000000,1000049,999950976,26,1,45
ds,1000000000,1000000,999946,1000054003,0,1,54
sp,1000000000,1000000,999946,1000054016,-13,1,45
ds,1000000000,1000000,999915,1000085007,0,1,54
sp,1000000000,1000000,999915,1000084992,15,1,45
